SMILES,3CL_enzymatic_activity,ACE2_enzymatic_activity,HEK293_cell_line_toxicity_,Human_fibroblast_toxicity,MERS_Pseudotyped_particle_entry,MERS_Pseudotyped_particle_entry_(Huh7_tox_counterscreen),SARS-CoV_Pseudotyped_particle_entry,SARS-CoV_Pseudotyped_particle_entry_(VeroE6_tox_counterscreen),SARS-CoV-2_cytopathic_effect_(CPE),SARS-CoV-2_cytopathic_effect_(host_tox_counterscreen),Spike-ACE2_protein-protein_interaction_(AlphaLISA),Spike-ACE2_protein-protein_interaction_(TruHit_Counterscreen),TMPRSS2_enzymatic_activity
Nc3nc2c(ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)c(OC)n3,0,0,0,0,0,0,1,0,0,0,0,0,0
Fc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(Cl)cc3,0,0,1,0,1,1,1,0,0,0,0,0,0
Nc4nc(C)ncc4CN(C=O)C(/C)=C(/CCOC(=O)c1ccccc1)SSC(/CCOC(=O)c2ccccc2)=C(/C)N(C=O)Cc3cnc(C)nc3N,0,3,,,0,3,1,1,0,0,2,1,0
C[C@]12CCC\3=C\4CCC(=O)\C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0,0,,,0,0,0,0,0,0,0,0,0
CN1C(=O)\C=C(N2CCCC(N)C2)/N(CC3=C(C=CC=C3)C#N)C1=O,0,,,,0,0,0,0,,,,,
OC(C(=O)OCCN(CC)CC)(c1ccccc1)c2ccccc2.BrC,0,0,,,0,0,0,0,0,0,0,0,0
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c2cccnc2)COC(=O)c3cccnc3)c4cccnc4,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)N(CC[C@H](C1=CC=CC=C1)C2=C(OC(=O)C(C)C)C=CC(=C2)CO)C(C)C,0,0,,,1,0,1,0,0,0,0,1,0
[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC,1,0,2,1,1,0,2,2,0,1,1,0,0
COC1=C(OC)C=C(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)C(=C1)Br,0,0,,,0,0,3,0,0,0,1,2,0
CN(CC(O)CO)C(=O)C1=C(I)C(=C(I)C(=C1I)NC(=O)C(CO)CO)C(=O)N(C)CC(O)CO,0,0,,,0,0,0,0,0,0,0,0,0
Nc1nc(C)ncc1CN(C=O)C(C)=C(CCO)SSCCC,0,0,1,0,0,0,0,0,0,0,0,0,0
CCCCC(O)C1=CC=CC=C1,0,0,,,0,0,1,0,0,0,0,0,0
CC1CCCC(C)N1C(=S)NC2=CC(=CC=C2)C(F)(F)F,0,0,,,0,0,2,0,0,1,0,0,0
CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,0,0,,,1,0,0,0,0,0,0,2,0
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C,0,0,,,0,0,0,0,0,0,0,0,0
CC(CC/1=C/C(=C\C(=O)N1O)C)CC(C)(C)C,0,1,,,1,1,1,1,2,2,2,3,0
OC(C(=O)c1ccccc1)c2ccccc2,2,0,0,0,0,0,0,0,0,0,0,0,0
O=C(C)Nc1ccc(cc1)CC(=O)O,0,0,0,0,3,0,0,0,0,0,0,0,0
CN(C)CCCN2c3ccccc3CCc1ccc(Cl)cc12,0,0,2,0,1,0,1,0,2,0,0,1,0
Fc1ccc(cc1)N2CCN(CC2)CCCC(=O)NC3c5ccccc5SCc4ccccc34,0,0,2,0,1,0,1,0,1,1,2,2,0
Cl.CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(c1cccnc1)C(=O)c2cccnc2,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)c1cnccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(CN1CCCCC1)Nc2ccc(cc2)C(=O)OCC,0,0,1,0,0,0,0,0,0,0,0,0,0
O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C4CC1(CCCC1)CC(=O)N4CCCCN2CCN(CC2)c3ncccn3,0,0,0,0,0,0,1,0,0,0,0,0,0
OCC(c1ccccc1)C(=O)N(CC)Cc2ccncc2,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc1cc(cc(O)c1)C(O)CNC(C)(C)C.O=S(=O)(O)O.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C(O)COc1ccccc1,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,1,1,0
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,0,0,1,0,2,1,1,0,2,0,1,1,0
C[C@@H](N)C(=O)O,0,0,0,0,0,0,1,0,0,0,1,0,0
CC=1NC(C)=C(C(C=1C(=O)OC(C)C)c2cccc(c2)[N+]([O-])=O)C(=O)OCCOC,0,0,1,0,1,0,0,0,0,0,1,1,0
[O-][N+](=O)/N=C2\NCCN2Cc1cnc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
[K+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,0,0,0,0,0,0,0,0,0,0,0,0,0
OCc4c(Cl)nc(CCCC)n4Cc1ccc(cc1)c2ccccc2c3nnnn3,0,0,0,0,0,0,1,0,0,0,1,1,0
FC(F)(F)c1cc2NC(NS(=O)(=O)c2cc1S(N)(=O)=O)Cc3ccccc3,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(CCC(O)=O)C=C,0,0,,,0,0,0,0,0,0,0,0,0
COc1ccc(cc1OC)/C=C/c3nc2c(C(=O)N(CC)C(=O)N2CC)n3C,0,0,2,0,0,0,3,0,0,0,1,1,0
O=C1SCCC1NC(=O)CSCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.NCC(=O)CCC(=O)O,0,1,0,0,0,0,0,0,0,0,1,0,0
CC=1NC(C)=C(C(C=1C(=O)OCC)c2cccc(Cl)c2Cl)C(=O)OC,0,0,1,0,0,0,0,0,0,1,2,1,0
CCCCCCCCNC(=N)NC(=N)NCC1=CC(=C(Cl)C=C1)Cl,0,0,,,0,0,0,0,0,0,2,1,0
O=C(OC)[C@@]4(C)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C,0,0,0,0,0,0,0,0,0,0,0,0,0
[O-][N+](=O)C1=CC=CC=C1,0,0,,,0,0,0,0,0,0,0,0,0
CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,0,0,,,1,0,1,0,0,3,0,0,0
Nc1ccc(cc1)S(=O)(=O)NC(N)=S,0,0,,,0,0,0,0,0,0,0,0,0
CC(CC1=CC2=C(OCO2)C=C1)NCC(O)C3=CC(=C(O)C=C3)O,0,0,,,0,0,0,0,0,0,1,2,0
O=C(O)CCC(=O)O.C/C(C)=C\CN2CC[C@]1(C)c3cc(O)ccc3C[C@H]2[C@H]1C,0,0,,,0,0,1,0,0,0,0,0,0
Fc1ccc(cc1)C(=O)C4CCN(CCN2C(=O)c3ccccc3NC2=O)CC4,0,0,1,0,1,0,1,0,1,0,0,1,0
CCCCCCCCCCCC(=O)OCC(O)CO,0,0,,,0,0,0,0,0,0,0,1,0
CC(C)Cc1ccc(cc1)C(C)C(=O)OCc2ccccn2,0,0,1,0,0,0,0,0,0,0,0,0,0
Cc3c(OC)c(C)cnc3CS(=O)c1nc2cc(ccc2n1)OC,0,0,1,0,1,0,1,0,0,0,0,0,0
O=C(O)c1ccccc1C(=O)OC(C)(C#C)CC,0,0,0,0,0,0,3,0,0,0,0,0,0
NS(=O)(=O)c2cc1c(NC(CCl)N(C)S1(=O)=O)cc2Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCOC1(CCCCCC1)Cc2ccccc2,0,0,0,0,0,0,1,0,1,0,0,0,0
OC(=O)CCCCCCCCC=C,0,0,,,0,0,0,0,0,0,0,0,0
COc2nc(NS(=O)(=O)c1ccc(N)cc1)cc(OC)n2,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc2ccc(CCNCCCCCCNCCc1ccccc1)cc2O,0,0,1,0,0,0,0,0,0,0,0,1,0
ClCCN(CCCl)c1cc2nc(CCCC(=O)O)n(C)c2cc1,0,0,0,0,1,0,1,0,0,0,0,0,0
C[S+]([O-])(=O)[N]1C=C2CN(CC2=N1)[C@H]3CO[C@@H]([C@@H](N)C3)C4=C(F)C=CC(=C4)F,0,0,,,0,0,0,0,0,0,1,1,0
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(C=CC(=C4)OC(=O)CC)[C@H]3CC[C@]12C,0,0,,,0,0,0,0,0,0,0,0,0
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C3=CC=C(F)C=C3,0,0,,,1,0,2,0,0,0,0,0,0
CC1(C)C2CCC1(C)C(O)C2,0,0,,,0,0,0,0,0,0,0,0,0
O=C(O)C=CC(=O)O.FC(F)(F)c1cc2N(CC(C)CN(C)C)c3ccccc3Sc2cc1,0,0,,,1,0,1,0,2,0,1,1,1
COC1=CC=C(CN([C@@H](C)C2=NC=C([NH]2)C3=CC=CC=C3)C(=O)[C@@H](N)CC4=C(C)C=C(C=C4C)C(N)=O)C=C1C(O)=O,0,0,0,,0,0,0,0,0,0,0,0,0
CC1(C)C[C@H]1C(=O)N\C(=C/CCCCSC[C@@H](N)C(O)=O)C(O)=O,0,0,,,0,0,3,0,0,0,0,0,0
CC1=C(C[S@@+]([O-])C2=NC3=C([NH]2)C=CC=C3)N=CC=C1OCC(F)(F)F,0,0,,,1,0,0,0,0,0,1,1,0
CC\1(C)OC(=O)\C(=C1C2=CC=C(C=C2)[S+](C)([O-])=O)OCC3CC3,0,0,,,0,0,2,0,0,0,0,0,0
O[P]([O-])(=O)C(Cl)(Cl)[P](O)([O-])=O,0,0,,,0,0,0,0,0,0,0,0,0
Fc6ccccc6C3=N[C@H](NC(=O)c1cc2ccccc2n1)C(=O)N5CCc4cccc3c45,0,0,0,0,0,0,0,0,0,0,1,2,0
OC(=O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5,0,0,1,0,1,1,1,0,2,1,2,2,0
O=C(Nc1ncc(s1)[N+]([O-])=O)c2ccccc2OC(C)=O,0,0,1,0,2,1,2,1,2,1,1,2,0
Cl.Nc1c(cc(cc1Cl)C(O)CNC(C)(C)C)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0,0
CN4CCC(COc2cc3ncnc(Nc1ccc(Br)cc1F)c3cc2OC)CC4,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H]1CONC1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(NC(CCC(=O)O)C(=O)N(CCC)CCC)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N3CCCCC3)C(O)=O,0,0,,,0,0,0,0,0,0,1,0,0
NS(=O)(=O)c3cc1c(N=C(NS1(=O)=O)CSCc2ccccc2)cc3Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOc1cc(ccc1C(=O)OC)NC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C6N(C)CC(=O)N4[C@@H]6Cc1c5ccccc5nc1[C@H]4c2ccc3OCOc3c2,0,0,0,0,2,0,2,0,0,0,0,0,0
Cl.NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)cccc3[C@@]4(C)O,0,0,0,0,0,0,0,0,0,0,1,1,0
Oc1ccc(cc1)C3(OC(=O)c2ccccc23)c4ccc(O)cc4,0,0,0,0,0,0,2,0,0,0,2,1,0
[Cl-].Cl.Oc7ccc1cc7Oc5cc6[C@H](Cc4ccc(Oc2c3[C@@H](C1)[N+](C)(C)CCc3cc(OC)c2O)cc4)N(C)CCc6cc5OC,0,0,0,0,0,0,0,0,0,0,0,0,0
NS(=O)(=O)c1cc(ccc1Cl)C3(O)NC(=O)c2ccccc23,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(N1CCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3)c4ccco4,0,2,1,0,0,0,3,1,0,0,0,0,2
[Na+].[O-]C(=O)C=2N3C(=O)[C@@H](NC(=O)CSc1ccncc1)[C@H]3SCC=2COC(C)=O,2,0,0,0,0,0,0,0,0,0,2,0,0
NC(=O)C1=NC(=CN=C1O)F,0,1,,,0,0,0,0,0,0,0,0,1
FC(F)OC(Cl)C(F)(F)F,0,0,,,0,0,0,0,0,0,0,0,0
Cl.O[C@H]([C@@H](C)N)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)O[Hg]c1ccccc1,1,0,3,1,2,2,1,2,0,1,0,0,0
CN(O)C(=O)CCc2cc(c1ccc(Cl)cc1)n(n2)c3ccc(OC)cc3,0,0,1,0,1,1,0,0,0,1,1,2,0
CN(C)[C@H]\1[C@@H]2[C@@H](O)[C@H]3\C(=C(O)/[C@]2(O)C(=O)\C(=C1O)C(N)=O)C(=O)C4=C(C=CC=C4O)[C@@]3(C)O,0,0,,,0,0,0,0,0,0,1,2,0
OC(C(=O)OC1CC2CCC(C)(C)C(C1)N2C)(c3cccs3)c4cccs4,0,0,0,0,1,0,2,0,0,0,0,0,0
CC(C)NCC(O)COc2cccc1nccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1CC\C(CC1)=C2\c4ncccc4CCc3ccccc23,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC(=O)OCC(=O)[C@@]4(OC(=O)CCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12,0,0,0,2,0,0,0,0,0,0,0,0,0
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=CC4=CC(=C3O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@H]6C[C@](C)(N)[C@H](O)[C@H](C)O6)OC7=C(Cl)C=C(C=C7)[C@@H](O)[C@@H]8NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)C9=CC=C(O)C(=C9)C%10=C(C=C(O)C=C%10O)[C@H](NC8=O)C(O)=O)C(=C2)Cl,0,0,,,0,0,0,0,0,0,0,0,0
CN(C)[C@H]1CC[C@H](O[C@@H]1C)O[C@H]4C=CC=CC[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]3O)N(C)C)[C@@H](CC=O)C[C@H]4C,0,0,2,0,1,0,1,0,1,0,0,1,0
CCC(=O)C(CCN(C)C)(c1ccccc1)c2ccccc2,2,0,0,0,3,0,1,0,0,0,0,0,0
ClC1=CC=C(C=C1)N2CC(=N/C2=O)\N3CCOCC3,0,0,,,0,0,1,0,0,0,0,0,0
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(C=CC(=C4)O)[C@H]3CC[C@]12C,0,0,,,1,0,1,0,0,0,1,2,0
O=C(Cn1ccnc1[N+]([O-])=O)NCc2ccccc2,0,0,0,0,0,0,0,0,0,0,0,0,0
C[C@](O)(C[S+]([O-])(=O)C1=CC=C(F)C=C1)C(=O)NC2=CC=C(C#N)C(=C2)C(F)(F)F,0,0,,,0,0,0,0,0,0,0,0,0
CC(C)(C)C1=CC=C2C(=C1)C=CC(=C2[S]([O-])(=O)=O)C(C)(C)C,0,0,,,0,0,0,0,0,0,1,0,0
Nc1ccc(cc1)S(=O)(=O)NC(=N)N,0,0,0,0,2,0,2,0,0,0,0,0,0
Cl.CC(CNC1CCCCC1)OC(=O)c2ccccc2,0,0,0,0,0,0,0,0,0,0,2,0,0
CCN(CC)C(=O)C2CN3CCc1cc(OC)c(OC)cc1C3CC2OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
OP(=O)(O)SCCNCCCN,2,0,0,0,0,0,2,0,0,0,0,0,0
C[C@@H]1CCO[C@H]2CN\3/C=C(/C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)\C(=C3C(=O)N12)O,0,0,,,1,0,1,0,0,0,2,1,0
Cl.CN(C)C(C)CN1c3ccccc3Sc2cccnc12,0,0,,,1,0,1,0,0,0,0,1,0
[Cl-].Cc1cc[n+](CCCCCCCCCCCCCC)cc1,1,0,,,2,0,2,2,0,2,0,0,0
OCCCNc1ccccc1,0,0,,,0,0,1,0,0,0,0,0,0
[Br-].C[N+]2(C)[C@H]1C[C@@H](C[C@@H]2CC1)OC(=O)C(CCC)CCC,0,0,,,0,0,1,0,0,0,0,0,0
CN1C2CC[C@@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,0,0,,,0,0,1,0,0,0,0,0,0
NC(C(=O)NC1C2SC\C(=C(/N2C1=O)C(O)=O)CSC3=N[NH]N=C3)C4=CC=C(O)C=C4,0,,,,0,0,0,0,,,,,
CCCCC(O)=O,0,0,,,0,0,0,0,0,0,0,0,0
Oc1ccc(cc1)C3=COc2cc(O)cc(O)c2C3=O,0,0,1,0,0,0,1,0,0,0,0,1,0
CS(=O)c2cc3N(CCC1CCCCN1C)c4ccccc4Sc3cc2,0,0,1,0,1,0,2,0,2,0,0,0,0
C[C@]35CC[C@@H]1[C@@]76COC(=O)C[C@@H]7OC(C)(C)[C@@H]6CC(=O)[C@@]1(C)[C@@]45O[C@@H]4C(=O)O[C@H]3c2ccoc2,0,,0,0,0,0,0,0,,,,,
O=C(OCC)C1=C[C@@]5(CCCN4CCc3c(n1c2ccccc23)[C@@H]45)CC,0,1,1,0,2,0,0,0,0,0,1,1,0
COc1ccc(cc1)C2=CC(=S)SS2,0,1,1,0,1,0,2,1,0,0,2,2,0
NC[C@H]1CC[C@@H](CC1)C(O)=O,0,0,,,0,0,0,0,0,0,0,0,0
Cl.OC(CNC(C)(C)C)c1ccccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.O=S(=O)(c2cccc1cnccc12)N3CCCNCC3,0,1,0,0,0,0,1,0,0,0,0,0,1
O=C(C)OC(COC(C)=O)COC(=O)C,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)C2=CN(CC)c1nc(ncc1C2=O)N3CCCC3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.Clc1ccc(cc1)Cn3c4ccccc4nc3CN2CCCC2,0,0,1,0,1,0,1,0,0,0,0,1,0
O=C(O)C(C)c1ccc2c3cc(Cl)ccc3nc2c1,0,0,0,0,0,0,0,0,0,0,2,0,0
NS(=O)(=O)c1cc2C(=O)N(Cc2cc1Cl)C3CCCCC3,0,0,0,0,0,0,1,0,0,0,0,0,0
OC(=O)[C@@H]1CCCN1C(=O)[C@H](C)CS,0,0,0,0,0,0,0,0,0,0,0,0,0
OC=2c1ccccc1S(=O)(=O)N(C)C=2C(=O)Nc3ccccn3,0,0,0,0,0,0,0,0,0,0,0,0,0
[Na+].[Na+].[O-]C(=O)CCC(=O)O[C@H]4CC[C@]3(C)[C@H]5C(=O)C=C1[C@@](C)(CC[C@@]2(C)CC[C@@](C)(C[C@@H]12)C([O-])=O)[C@]5(C)CC[C@H]3C4(C)C,0,0,0,0,0,0,0,0,0,0,1,1,0
C[C@H]1CN(C[C@@H](C)O1)C2=NC=C(NC(=O)C3=C(C)C(=CC=C3)C4=CC=C(OC(F)(F)F)C=C4)C=C2,0,0,,,1,0,1,0,0,0,0,2,0
CN1CCN(CC1)C/2=N/C3=C(CC4=C2C=CC=C4)C=CC=C3,0,0,,,0,0,1,0,0,0,0,0,0
O=C(OC)Nc1nc2cc(ccc2n1)OCCC,0,0,3,0,0,0,0,0,0,0,1,0,0
Cl.NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@H](C)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C,0,0,2,0,1,0,2,0,0,0,1,1,0
OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C,0,0,0,0,0,0,0,0,0,0,0,0,0
O=S(C)(=O)Oc1ccc(cc1)CCOc2ccc(C[C@@H](OCC)C(=O)O)cc2,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,0,0,3,0,3,2,3,0,0,1,0,0,0
O=C(CN1CCN(C)CC1)N4c2ccccc2C(=O)Nc3cccnc34,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)O.C#CCN[C@@H]2CCc1ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.NC2=NCC3c4ccccc4Cc1ccccc1N23,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl.Oc1ccc(nc1CO)C(O)CNC(C)(C)C,0,0,,,0,0,1,0,0,0,0,0,0
Cl.O[C@@H]3CCCN[C@H]3CC(=O)CN2C=Nc1cc(Br)c(Cl)cc1C2=O,0,0,,,0,0,0,0,0,0,2,2,0
CN[C@H](C)[C@@H]1CC[C@@H](N)[C@H](O1)O[C@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O,0,0,,,0,0,0,0,0,0,0,0,0
O=C(O)/C=C\C(=O)O.Clc1ccc(cc1)C(OCCN(C)C)c2ccccn2,0,0,0,0,1,0,0,2,0,0,0,0,0
COC(=O)CCC[N+](C)(C)C,0,0,,,0,0,0,0,0,0,0,0,0
[O-][N+](=O)O[C@H]1CO[C@@H]2[C@H](O[N+]([O-])=O)CO[C@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,0,0,,,0,0,0,0,0,0,0,0,0
Cl.CC(C)[C@H](N)C(=O)OCCOCn2cnc1c2N=C(N)NC1=O,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CC=CC=C1N2C(=O)C3=C(C=CC(N)=C3)N=C2CF,0,0,,,0,0,2,0,0,0,1,2,2
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC/4=C/C(=O)CCC4=C3/C=C\[C@]12C,0,0,,,0,0,0,0,0,0,1,2,0
CN(C)C1C2CC3\C(=C(O)/C4=C(O)C=CC(=C4C3(C)O)Cl)C(=O)C2(O)\C(=C(C(N)=O)/C1=O)O,0,0,,,0,0,1,0,0,0,1,2,0
COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,0,0,,,1,0,1,0,0,0,0,1,0
O=C(N)OCC(C)(COC(=O)N)C(C)CC,0,0,0,0,0,0,0,0,0,0,0,0,0
[Na+].O.O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)c1c(OC)cccc1OC)[C@H]3SC2(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C3=CC=CC=C3[NH]1,0,0,,,1,1,2,3,0,3,1,2,0
O=S(=O)(O)O.Fc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(C)cc3,0,0,,,1,0,1,0,0,0,0,0,0
NCC(=O)N(C)[C@H]2[C@@H](O)[C@H](O[C@H]1O[C@@H](CC[C@H]1N)[C@H](C)N)[C@@H](N)[C@H](O)[C@@H]2OC,0,0,,,0,0,1,0,0,0,0,1,0
CCCCN(CCCC)CC(O)c4cc(Cl)cc3c4c1ccc(Cl)cc1\C3=C\c2ccc(Cl)cc2,0,0,1,0,1,0,1,0,0,0,2,2,0
O=C5CC[C@@]4(C)C(CC[C@@H]2[C@@H]4CC[C@]3(C)[C@@H](OC(=O)CCc1ccccc1)CC[C@@H]23)=C5,0,0,,,0,0,0,0,0,0,1,2,0
O=[N+]([O-])c1ccc(cc1)[As](O)(O)=O,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(C)CC2CN3CCc1cc(OC)c(OC)cc1C3CC2=O,0,0,1,0,0,0,0,0,0,0,0,0,0
OC(=O)C(N)CSCC(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C[C@@H](N)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0
[Cl-].Cl.CCCc1nc(N)c(cn1)C[n+]2ccccc2C,0,,0,0,0,0,0,0,,,,,
C1CCCCC1NC2CCCCC2,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(O)C(CC)CO,0,0,0,0,0,0,0,0,0,0,0,0,0
C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@]2(O)C#C,0,0,0,0,0,0,1,0,1,0,0,1,0
Nc1ccc(cc1)C(=O)OCCCN(CCCC)CCCC,0,0,0,0,0,1,0,0,0,0,0,0,0
O=C(O)C(=O)O.CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC3CCCO3,0,0,1,0,0,0,1,0,1,0,0,0,0
O=C2CN(C[C@H](C)N1CC(=O)NC(=O)C1)CC(=O)N2,0,0,1,0,0,0,0,0,0,0,0,0,0
Cl.NC(=O)C=2C(=O)[C@@]3(O)C(O)=C4C(=O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]3[C@@H](C=2O)N(C)C,0,0,1,0,0,0,0,0,0,0,2,2,0
CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(O)C4=C(C=C(C=C4N)[S]([O-])(=O)=O)C=C3[S]([O-])(=O)=O)C)N=NC5=C(O)C6=C(C=C(C=C6N)[S]([O-])(=O)=O)C=C5[S]([O-])(=O)=O,2,0,,,0,0,0,0,0,0,2,2,0
NS(=O)(=O)c1nc2ccc(cc2s1)OCC,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,0,0,,,0,0,1,0,0,0,0,0,0
OCCOC1=CC=C(C=C1)\C(=C(\CCCl)C2=CC=CC=C2)C3=CC=CC=C3,0,0,,,0,0,1,0,1,0,1,2,0
CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(O)=O,0,0,,,0,0,0,0,0,0,0,0,0
C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@@]2(O)CC,0,0,2,0,0,0,0,0,0,1,2,1,0
